Tick,Coal_Carbon,Gas_Carbon,Nuclear_Carbon,Wind_Carbon,Coal_Electricity,Gas_Electricity,Nuclear_Electricity,Wind_Electricity
536,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
537,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
538,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
539,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
540,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
541,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
542,4.2626604E7,4.7617128E7,9158230.0,1097072.8,796.01715,1973.1664,5074.3667,3646.8723
543,4.2626604E7,4.7617128E7,9158230.0,1097072.8,796.01715,1973.1664,5074.3667,3646.8723
544,4.2626604E7,4.7617128E7,9158230.0,1102751.6,796.01715,1973.1664,5074.3667,3669.0002
545,4.2926056E7,4.7617128E7,9158230.0,1102751.6,799.4788,1973.1664,5074.3667,3669.0002
546,4.2926056E7,4.7617128E7,9158230.0,1108938.5,799.4788,1973.1664,5074.3667,3691.4878
547,4.2926056E7,4.7617128E7,9158230.0,1115608.2,799.4788,1973.1664,5074.3667,3715.2708
548,4.2926056E7,4.7617128E7,9158230.0,1122063.5,799.4788,1973.1664,5074.3667,3740.0396
549,4.2926056E7,4.7617128E7,9158230.0,1122063.5,799.4788,1973.1664,5074.3667,3740.0396
550,4.2926056E7,4.7617128E7,9158230.0,1129900.1,799.4788,1973.1664,5074.3667,3765.221
551,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
552,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
553,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
554,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
555,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
556,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
557,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
558,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
559,4.2926056E7,4.7617128E7,9158230.0,1137163.8,799.4788,1973.1664,5074.3667,3790.3713
560,4.2926056E7,4.8804144E7,9158230.0,1137163.8,799.4788,2023.6942,5074.3667,3790.3713
561,4.2926056E7,4.8804144E7,9158230.0,1137163.8,799.4788,2023.6942,5074.3667,3790.3713
562,4.2926056E7,4.8804144E7,9158230.0,1137163.8,799.4788,2023.6942,5074.3667,3790.3713
563,4.2926056E7,4.8804144E7,9158230.0,1137163.8,799.4788,2023.6942,5074.3667,3790.3713
564,4.2926056E7,4.8804144E7,9158230.0,1144929.1,799.4788,2023.6942,5074.3667,3815.406
565,3.9372444E7,4.7560312E7,9158230.0,1144929.1,732.76154,1972.1606,5074.3667,3815.406
566,3.9372444E7,4.7560312E7,9158230.0,1144929.1,732.76154,1972.1606,5074.3667,3815.406
567,3.9372444E7,4.7560312E7,9158230.0,1151030.2,732.76154,1972.1606,5074.3667,3839.0857
568,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
569,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
570,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
571,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
572,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
573,4.2926056E7,4.8804144E7,9158230.0,1151030.2,799.4788,2023.6942,5074.3667,3839.0857
574,3.9385504E7,4.8804144E7,9158230.0,1151030.2,734.8808,2023.6942,5074.3667,3839.0857
575,4.625756E7,4.8804144E7,9158230.0,1151030.2,866.063,2023.6942,5074.3667,3839.0857
576,4.625756E7,4.8804144E7,9158230.0,1151030.2,866.063,2023.6942,5074.3667,3839.0857
577,4.625756E7,4.8804144E7,9158230.0,1151030.2,866.063,2023.6942,5074.3667,3839.0857
578,4.625756E7,4.8804144E7,9158230.0,1151030.2,866.063,2023.6942,5074.3667,3839.0857
579,4.625756E7,4.8804144E7,9158230.0,1151030.2,866.063,2023.6942,5074.3667,3839.0857
580,4.625756E7,4.8804144E7,9158230.0,1157151.4,866.063,2023.6942,5074.3667,3861.5603
581,4.625756E7,4.8804144E7,9158230.0,1157151.4,866.063,2023.6942,5074.3667,3861.5603
582,3.9385504E7,4.5308932E7,9422907.0,1157151.4,734.8808,1876.7358,5228.1084,3861.5603
583,2.801744E7,4.5308932E7,9688862.0,1157151.4,528.4095,1876.7358,5376.6274,3861.5603
584,2.801744E7,4.5308932E7,9688862.0,1164913.2,528.4095,1876.7358,5376.6274,3887.1494
585,2.4742644E7,4.6547716E7,9688862.0,1164913.2,462.38153,1927.8209,5376.6274,3887.1494
586,2.4742644E7,4.6547716E7,9688862.0,1164913.2,462.38153,1927.8209,5376.6274,3887.1494
587,2.4742644E7,4.6547716E7,9688862.0,1164913.2,462.38153,1927.8209,5376.6274,3887.1494
588,2.4742644E7,4.6547716E7,9688862.0,1164913.2,462.38153,1927.8209,5376.6274,3887.1494
589,2.1352624E7,4.6547716E7,9688862.0,1164913.2,398.2932,1927.8209,5376.6274,3887.1494
590,2.1352624E7,4.6547716E7,9688862.0,1164913.2,398.2932,1927.8209,5376.6274,3887.1494
591,2.887704E7,4.6547716E7,9688862.0,1172924.2,536.8236,1927.8209,5376.6274,3912.8584
592,3.226706E7,4.6547716E7,9688862.0,1172924.2,600.912,1927.8209,5376.6274,3912.8584
593,3.226706E7,4.6633132E7,9688862.0,1172924.2,600.912,1930.3086,5376.6274,3912.8584
594,2.8655032E7,4.6633132E7,9688862.0,1180054.0,535.36084,1930.3086,5376.6274,3937.6855
595,2.8655032E7,4.6633132E7,9688862.0,1180054.0,535.36084,1930.3086,5376.6274,3937.6855
596,2.8655032E7,4.6633132E7,9688862.0,1180054.0,535.36084,1930.3086,5376.6274,3937.6855
597,2.8655032E7,4.6633132E7,9688862.0,1180054.0,535.36084,1930.3086,5376.6274,3937.6855
598,2.8655032E7,4.6633132E7,9688862.0,1180054.0,535.36084,1930.3086,5376.6274,3937.6855
599,2.8655032E7,4.6633132E7,9688862.0,1188528.6,535.36084,1930.3086,5376.6274,3964.2786
600,2.8655032E7,4.6633132E7,9688862.0,1188528.6,535.36084,1930.3086,5376.6274,3964.2786
601,2.8655032E7,4.6633132E7,9688862.0,1188528.6,535.36084,1930.3086,5376.6274,3964.2786
602,2.8655032E7,4.6633132E7,9688862.0,1188528.6,535.36084,1930.3086,5376.6274,3964.2786
603,2.8655032E7,4.8121856E7,9688862.0,1188528.6,535.36084,1984.7593,5376.6274,3964.2786
604,3.226706E7,4.8121856E7,9688862.0,1188528.6,600.912,1984.7593,5376.6274,3964.2786
605,3.226706E7,4.8121856E7,9688862.0,1188528.6,600.912,1984.7593,5376.6274,3964.2786
606,2.8655032E7,4.8121856E7,9688862.0,1194697.4,535.36084,1984.7593,5376.6274,3987.5945
607,2.8655032E7,4.6790616E7,9688862.0,1194697.4,535.36084,1932.4175,5376.6274,3987.5945
608,2.8655032E7,4.6790616E7,9688862.0,1194697.4,535.36084,1932.4175,5376.6274,3987.5945
609,2.8655032E7,4.6790616E7,9688862.0,1194697.4,535.36084,1932.4175,5376.6274,3987.5945
610,2.8655032E7,4.6790616E7,9688862.0,1194697.4,535.36084,1932.4175,5376.6274,3987.5945
611,2.8655032E7,4.6790616E7,9688862.0,1194697.4,535.36084,1932.4175,5376.6274,3987.5945
612,2.8655032E7,4.8006804E7,9688862.0,1194697.4,535.36084,1982.7992,5376.6274,3987.5945
613,2.8655032E7,4.8006804E7,9688862.0,1194697.4,535.36084,1982.7992,5376.6274,3987.5945
614,2.8655032E7,4.8006804E7,9688862.0,1202482.1,535.36084,1982.7992,5376.6274,4013.433
615,2.8655032E7,4.8006804E7,9688862.0,1202482.1,535.36084,1982.7992,5376.6274,4013.433
616,2.8655032E7,4.8006804E7,9688862.0,1202482.1,535.36084,1982.7992,5376.6274,4013.433
617,2.8655032E7,4.8006804E7,9688862.0,1202482.1,535.36084,1982.7992,5376.6274,4013.433
618,2.8655032E7,4.5626936E7,9948600.0,1202482.1,535.36084,1882.9344,5517.3945,4013.433
619,2.8655032E7,4.6788852E7,9948600.0,1202482.1,535.36084,1932.4481,5517.3945,4013.433
620,2.8655032E7,4.5626936E7,9948600.0,1209528.6,535.36084,1882.9344,5517.3945,4037.8489
621,3.2025874E7,4.5626936E7,9948600.0,1209528.6,599.09033,1882.9344,5517.3945,4037.8489
622,2.3503296E7,4.5626936E7,9948600.0,1209528.6,415.32294,1882.9344,5517.3945,4037.8489
623,2.7332204E7,4.5626936E7,9948600.0,1209528.6,485.59973,1882.9344,5517.3945,4037.8489
624,2.3503296E7,4.4334084E7,9948600.0,1219005.2,415.32294,1831.2885,5517.3945,4066.401
625,2.3503296E7,4.4334084E7,9948600.0,1227957.5,415.32294,1831.2885,5517.3945,4092.878
626,2.3503296E7,4.5559488E7,9948600.0,1227957.5,415.32294,1881.0089,5517.3945,4092.878
627,2.3503296E7,4.5559488E7,9948600.0,1234822.0,415.32294,1881.0089,5517.3945,4116.6597
628,2.3503296E7,4.5559488E7,9948600.0,1234822.0,415.32294,1881.0089,5517.3945,4116.6597
629,2.6404148E7,4.56746E7,9948600.0,1234822.0,476.54382,1883.3494,5517.3945,4116.6597
630,2.977499E7,4.4428508E7,9948600.0,1234822.0,540.27325,1835.291,5517.3945,4116.6597
631,2.977499E7,4.4428508E7,9948600.0,1241875.4,540.27325,1835.291,5517.3945,4140.83
632,2.977499E7,4.4428508E7,9948600.0,1241875.4,540.27325,1835.291,5517.3945,4140.83
633,2.977499E7,4.5606248E7,9948600.0,1241875.4,540.27325,1884.5966,5517.3945,4140.83
634,2.977499E7,4.5606248E7,9948600.0,1241875.4,540.27325,1884.5966,5517.3945,4140.83
635,2.977499E7,4.5606248E7,9948600.0,1241875.4,540.27325,1884.5966,5517.3945,4140.83
636,2.977499E7,4.5606248E7,9948600.0,1241875.4,540.27325,1884.5966,5517.3945,4140.83
637,2.6404148E7,4.3170816E7,1.0215018E7,1241875.4,476.54382,1784.0878,5667.845,4140.83
638,2.6404148E7,4.3170816E7,1.0215018E7,1241875.4,476.54382,1784.0878,5667.845,4140.83
639,2.3503296E7,4.0777124E7,1.0215018E7,1241875.4,415.32294,1683.7386,5667.845,4140.83
640,3.0363606E7,4.3170816E7,1.0215018E7,1241875.4,545.8083,1784.0878,5667.845,4140.83
641,2.6404148E7,4.3170816E7,1.0215018E7,1249014.6,476.54382,1784.0878,5667.845,4164.408
642,2.6404148E7,4.2069976E7,1.0215018E7,1257175.4,476.54382,1735.3846,5667.845,4189.8115
643,3.0363606E7,4.3170816E7,1.0215018E7,1257175.4,545.8083,1784.0878,5667.845,4189.8115
644,3.0363606E7,4.3170816E7,1.0215018E7,1264080.9,545.8083,1784.0878,5667.845,4214.0347
645,2.3503296E7,3.9560936E7,1.0528121E7,1264080.9,415.32294,1633.3569,5821.829,4214.0347
646,2.3503296E7,4.1006812E7,1.0528121E7,1264080.9,415.32294,1686.3923,5821.829,4214.0347
647,2.3503296E7,4.1006812E7,1.0528121E7,1271958.2,415.32294,1686.3923,5821.829,4239.719
648,2.3503296E7,4.0730916E7,1.0528121E7,1278746.9,415.32294,1683.1918,5821.829,4263.4224
649,2.3503296E7,4.1831756E7,1.0528121E7,1278746.9,415.32294,1731.8949,5821.829,4263.4224
650,2.3503296E7,4.0730916E7,1.0528121E7,1278746.9,415.32294,1683.1918,5821.829,4263.4224
651,2.3503296E7,4.0730916E7,1.0528121E7,1278746.9,415.32294,1683.1918,5821.829,4263.4224
652,2.3503296E7,4.0730916E7,1.0528121E7,1278746.9,415.32294,1683.1918,5821.829,4263.4224
653,2.3503296E7,4.1831756E7,1.0528121E7,1278746.9,415.32294,1731.8949,5821.829,4263.4224
654,2.7380384E7,4.0730916E7,1.0528121E7,1278746.9,484.4024,1683.1918,5821.829,4263.4224
655,2.7380384E7,4.0730916E7,1.0528121E7,1278746.9,484.4024,1683.1918,5821.829,4263.4224
656,2.7380384E7,4.0730916E7,1.0528121E7,1278746.9,484.4024,1683.1918,5821.829,4263.4224
657,2.7380384E7,4.0730916E7,1.0528121E7,1278746.9,484.4024,1683.1918,5821.829,4263.4224
658,2.7380384E7,4.0730916E7,1.0528121E7,1278746.9,484.4024,1683.1918,5821.829,4263.4224
659,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
660,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
661,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
662,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
663,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
664,3.0769994E7,4.0730916E7,1.0528121E7,1278746.9,549.7691,1683.1918,5821.829,4263.4224
665,3.0769994E7,4.0730916E7,1.0528121E7,1285604.9,549.7691,1683.1918,5821.829,4288.2183
666,3.0769994E7,4.0730916E7,1.0528121E7,1285604.9,549.7691,1683.1918,5821.829,4288.2183
667,3.0769994E7,4.0730916E7,1.0528121E7,1285604.9,549.7691,1683.1918,5821.829,4288.2183
668,3.07122E7,4.0730916E7,1.0528121E7,1285604.9,547.1592,1683.1918,5821.829,4288.2183
669,3.07122E7,4.0730916E7,1.0528121E7,1285604.9,547.1592,1683.1918,5821.829,4288.2183
670,3.07122E7,4.0730916E7,1.0528121E7,1285604.9,547.1592,1683.1918,5821.829,4288.2183
671,3.5331792E7,4.0730916E7,1.0528121E7,1285604.9,621.48926,1683.1918,5821.829,4288.2183
672,3.5331792E7,4.0730916E7,1.0528121E7,1285604.9,621.48926,1683.1918,5821.829,4288.2183
673,3.5331792E7,4.0730916E7,1.0528121E7,1294096.9,621.48926,1683.1918,5821.829,4315.03
674,3.5331792E7,4.0730916E7,1.0528121E7,1294096.9,621.48926,1683.1918,5821.829,4315.03
675,3.5331792E7,4.0730916E7,1.0528121E7,1294096.9,621.48926,1683.1918,5821.829,4315.03
676,3.5331792E7,4.0730916E7,1.0528121E7,1302398.0,621.48926,1683.1918,5821.829,4341.234
